ts_gps,cell_eci,rsrp_meas,snr_meas,rsrp_raw,rsrp_los,is_los,los_minus_tot,dist_tx_rx_m,dist_veh_tx_m,dist_veh_rx_m,veh_x,veh_y,tx_src
2021-06-22 17:26:12,30828289,-90.35875,0.8489999908953905,-53.67338562011719,-53.67338562011719,True,0.0,100.06328953154059,54.57908796215735,48.8354642233105,3150.0,950.0,wcl
2021-06-22 11:26:38,30828289,-89.839375,4.633000003248453,-52.44212341308594,-52.44212341308594,True,0.0,85.67611915930873,54.57908796215735,33.0829742865807,3150.0,950.0,wcl
2021-06-22 17:25:48,30828289,-88.97375,2.1980000089854004,-53.73982238769531,-53.73982238769531,True,0.0,100.89359233045852,54.57908796215735,50.11060581448125,3150.0,950.0,wcl
2021-06-22 17:26:11,30828289,-90.119375,2.915999983549118,-53.67338562011719,-53.67338562011719,True,0.0,100.06328953154059,54.57908796215735,48.8354642233105,3150.0,950.0,wcl
2021-06-22 17:25:50,30828289,-95.78,0.3350000005960464,-53.573394775390625,-53.573394775390625,True,0.0,98.82455931503057,54.57908796215735,47.80050601082199,3150.0,950.0,wcl
2021-06-22 17:26:20,30828289,-87.4475,5.162999986857176,-52.708892822265625,-52.708892822265625,True,0.0,88.63901124010766,54.57908796215735,35.671218841637085,3150.0,950.0,wcl
2021-06-22 17:25:59,30828289,-91.066875,-0.7109999987483024,-53.65906524658203,-53.65906524658203,True,0.0,99.8850058905688,54.57908796215735,48.80934712293875,3150.0,950.0,wcl
2021-06-22 17:26:00,30828289,-91.0075,-0.4340000011771917,-53.65906524658203,-53.65906524658203,True,0.0,99.8850058905688,54.57908796215735,48.80934712293875,3150.0,950.0,wcl
2021-06-22 17:26:19,30828289,-87.540625,4.849999971017241,-53.06639099121094,-53.06639099121094,True,0.0,92.73976451279665,54.57908796215735,40.429241713003044,3150.0,950.0,wcl
2021-06-22 14:41:33,30828289,-87.3125,6.492000008523465,-53.11997985839844,-53.11997985839844,True,0.0,93.36797612671174,54.57908796215735,40.709229760663625,3150.0,950.0,wcl
2021-06-22 11:26:37,30828289,-90.521875,3.030000015497208,-53.236480712890625,-53.236480712890625,True,0.0,94.74534445234914,54.57908796215735,43.58808677690382,3150.0,950.0,wcl
2021-06-22 17:26:01,30828289,-90.68125,0.4850000025331974,-53.66645050048828,-53.66645050048828,True,0.0,99.97680559503914,54.57908796215735,48.85384643736379,3150.0,950.0,wcl
2021-06-22 14:41:34,30828289,-89.060625,3.154999998211861,-52.263755798339844,-52.263755798339844,True,0.0,83.73956779931837,54.57908796215735,29.656575485596473,3150.0,950.0,wcl
2021-06-22 17:25:44,30828289,-80.42875,9.849999990463257,-54.620826721191406,-54.620826721191406,True,0.0,112.47929123621775,54.57908796215735,63.0005947459807,3150.0,950.0,wcl
2021-06-22 11:26:39,30828289,-84.65625,3.495999992489814,-51.65620422363281,-51.65620422363281,True,0.0,77.40048947164955,54.57908796215735,23.295257734213834,3150.0,950.0,wcl
2021-06-22 17:26:14,30828289,-93.17,-1.334999992325902,-53.67338562011719,-53.67338562011719,True,0.0,100.06328953154059,54.57908796215735,48.8354642233105,3150.0,950.0,wcl
2021-06-22 17:26:02,30828289,-90.885625,0.1699999988079071,-53.66645050048828,-53.66645050048828,True,0.0,99.97680559503914,54.57908796215735,48.85384643736379,3150.0,950.0,wcl
2021-06-22 17:25:53,30828289,-92.66375,1.1309999995678663,-53.64378356933594,-53.64378356933594,True,0.0,99.69521152156028,54.57908796215735,48.655740614715796,3150.0,950.0,wcl
2021-06-22 17:26:13,30828289,-90.870625,0.3080000011622906,-53.67338562011719,-53.67338562011719,True,0.0,100.06328953154059,54.57908796215735,48.8354642233105,3150.0,950.0,wcl
2021-06-22 17:25:52,30828289,-94.458125,0.8780000019073486,-53.62794494628906,-53.62794494628906,True,0.0,99.49879463294543,54.57908796215735,48.43623918961879,3150.0,950.0,wcl
2021-06-22 17:25:54,30828289,-91.360625,1.3600000016391278,-53.651695251464844,-53.651695251464844,True,0.0,99.79346667837085,54.57908796215735,48.765513086879935,3150.0,950.0,wcl
2021-06-22 17:26:17,30828289,-85.960625,3.563999997153878,-53.63368225097656,-53.63368225097656,True,0.0,99.56980749832812,54.57908796215735,48.226814388970496,3150.0,950.0,wcl
2021-06-22 17:26:07,30828289,-90.915,-1.62899999499321,-53.67338562011719,-53.67338562011719,True,0.0,100.06328953154059,54.57908796215735,48.8354642233105,3150.0,950.0,wcl
2021-06-22 17:26:09,30828289,-90.963125,1.2689999962598086,-53.67338562011719,-53.67338562011719,True,0.0,100.06328953154059,54.57908796215735,48.8354642233105,3150.0,950.0,wcl
2021-06-22 17:25:45,30828289,-80.31125,9.82899998664856,-54.33800506591797,-54.33800506591797,True,0.0,108.64038706225334,54.57908796215735,58.853750209999546,3150.0,950.0,wcl
2021-06-22 17:25:51,30828289,-95.668125,-0.193999992981553,-53.59673309326172,-53.59673309326172,True,0.0,99.11258375022044,54.57908796215735,48.063339040023585,3150.0,950.0,wcl
2021-06-22 17:26:04,30828289,-91.05875,2.13199999794364,-53.67384338378906,-53.67384338378906,True,0.0,100.06886507566374,54.57908796215735,48.899009214274386,3150.0,950.0,wcl
2021-06-22 17:25:46,30828289,-83.5375,6.057000012099743,-54.08827209472656,-54.08827209472656,True,0.0,105.3459805674913,54.57908796215735,55.343596367507736,3150.0,950.0,wcl
