_row,cell_id,new_split,measured_rsrp,sionna_power_raw,dist_m,freq_mhz,area,wcl_lat,wcl_lon
89707,26370049.0,train,-96.23,-57.106666564941406,151.66824666729528,1800.0,Highway,52.50346971354718,13.27981824152271
102141,26370049.0,train,-93.95744680851064,-57.598480224609375,160.82703275366563,1800.0,Highway,52.50346971354718,13.27981824152271
102146,26370049.0,train,-97.373125,-57.0224609375,150.1460923973289,1800.0,Highway,52.50346971354718,13.27981824152271
114729,26370049.0,train,-93.5425,-57.36366271972656,156.38117566894118,1800.0,Highway,52.50346971354718,13.27981824152271
114734,26370049.0,train,-94.95625,-56.9820556640625,149.42423985890377,1800.0,Highway,52.50346971354718,13.27981824152271
127320,26370049.0,train,-98.09042553191487,-57.62322998046875,161.30053400698267,1800.0,Highway,52.50346971354718,13.27981824152271
127324,26370049.0,train,-94.815,-57.42289733886719,157.48647358559677,1800.0,Highway,52.50346971354718,13.27981824152271
127335,26370049.0,train,-98.686875,-56.755645751953125,145.43850309102461,1800.0,Highway,52.50346971354718,13.27981824152271
142066,26370049.0,train,-95.128125,-57.36692810058594,156.44175317346347,1800.0,Highway,52.50346971354718,13.27981824152271
142071,26370049.0,train,-96.815625,-57.141258239746094,152.29475009276703,1800.0,Highway,52.50346971354718,13.27981824152271
142076,26370049.0,train,-97.055625,-56.90235900878906,148.0097241442795,1800.0,Highway,52.50346971354718,13.27981824152271
142080,26370049.0,train,-98.9765625,-56.673187255859375,144.01146420963,1800.0,Highway,52.50346971354718,13.27981824152271
156283,26370049.0,train,-102.7342105263158,-57.200225830078125,153.36819303751702,1800.0,Highway,52.50346971354718,13.27981824152271
169102,26370049.0,train,-97.9080459770115,-57.2440185546875,154.1699274260781,1800.0,Highway,52.50346971354718,13.27981824152271
169107,26370049.0,train,-97.6275,-56.762733459472656,145.56138113476462,1800.0,Highway,52.50346971354718,13.27981824152271
206318,26370049.0,train,-100.8846153846154,-57.202728271484375,153.41421991511436,1800.0,Highway,52.50346971354718,13.27981824152271
27714,26370049.0,val,-107.27875,-55.925682067871094,131.65035405479958,1800.0,Highway,52.50346971354718,13.27981824152271
27738,26370049.0,val,-102.05,-52.289031982421875,83.9204019236127,1800.0,Highway,52.50346971354718,13.27981824152271
27754,26370049.0,val,-94.903125,-50.25261688232422,64.05631018264583,1800.0,Highway,52.50346971354718,13.27981824152271
27784,26370049.0,val,-93.814375,-48.10151672363281,46.732318810754016,1800.0,Highway,52.50346971354718,13.27981824152271
27887,26370049.0,val,-84.70875,-60.25653076171875,219.92404535945212,1800.0,Highway,52.50346971354718,13.27981824152271
27897,26370049.0,val,-93.04875,-60.93359375,238.0402886648482,1800.0,Highway,52.50346971354718,13.27981824152271
77523,26370049.0,val,-97.445,-57.44548034667969,157.9099575345401,1800.0,Highway,52.50346971354718,13.27981824152271
77528,26370049.0,val,-96.429375,-57.38426208496094,156.76475902381847,1800.0,Highway,52.50346971354718,13.27981824152271
77545,26370049.0,val,-102.325,-56.88630676269531,147.72650814630313,1800.0,Highway,52.50346971354718,13.27981824152271
102142,26370049.0,val,-97.1175,-57.31877136230469,155.54827041605705,1800.0,Highway,52.50346971354718,13.27981824152271
127328,26370049.0,val,-95.16,-57.20951843261719,153.53832750431525,1800.0,Highway,52.50346971354718,13.27981824152271
127331,26370049.0,val,-97.06,-56.98649597167969,149.5032270700525,1800.0,Highway,52.50346971354718,13.27981824152271
156278,26370049.0,val,-99.08870967741936,-57.429237365722656,157.62421026842213,1800.0,Highway,52.50346971354718,13.27981824152271
