cell_id,n_train,n_val,wcl_lat,wcl_lon,refined_lat,refined_lon,delta_m,dx_m,dy_m,wcl_height_m,refined_height_m,wcl_azimuth_deg,refined_azimuth_deg,n_nm_evals,wcl_opt_mae,refined_opt_mae,wcl_val_mae,refined_val_mae,val_mae_gain,wcl_spearman,refined_spearman,wcl_alpha,refined_alpha
26347520.0,406,109,52.50088590042662,13.280354737023847,52.500893724148085,13.280437577523408,5.680151723892301,5.612984314671365,0.8709366737541302,30.0,33.19922033334578,270.0,260.0330526721254,46,3.0286454949505854,2.130726266080887,2.4510624396002165,1.8855804002693357,0.5654820393308808,0.3993698307491671,0.6438384729388185,0.03525208229775588,0.23577726013538325
26349058.0,610,166,52.51002447367304,13.36325853568323,52.51002818171248,13.3635362703332,18.822861132112187,18.81833453675757,0.4127789498714929,30.0,29.466319604323417,180.0,172.03852369869026,59,2.393271055772567,1.6831657526824908,2.6052533471221007,1.987557781709901,0.6176955654121996,0.32534604507245746,0.5226280672543161,0.34868382708328344,0.27447913111662026
26351360.0,298,83,52.499801868534014,13.320642835417107,52.49939586977377,13.32052719489144,45.869948812646705,-7.835400077916141,-45.195781990068724,30.0,44.508564517792685,0.0,1.4609174581798108,89,3.89310667583126,1.9493667233681724,3.5747075698243607,1.9097086173392357,1.664998952485125,0.4005860530866957,0.841830786653959,0.7838396780799017,0.9417657783870396
26351361.0,286,62,52.49994600943549,13.323225431728336,52.50031825281545,13.32424663348342,80.65234895315444,69.19308144931043,41.43813305652762,30.0,26.091853351955212,315.0,299.48474782249593,68,4.504420354296774,2.087810236965484,5.624567489036083,2.456329425653368,3.1682380633827147,0.5219266889053251,0.873910277550444,0.24741376351995567,0.7899286407054167
26351362.0,185,39,52.49961285676463,13.31710854795389,52.49925632931357,13.318071576226046,76.3736822466332,65.2514484444417,-39.6886358522444,30.0,21.74837876007288,45.0,64.11588634059257,52,2.231208773365771,1.6740658067395817,1.8263663212480041,0.8948561524163068,0.9315101688316973,-0.25263157894736843,0.011740890688259108,0.0,0.009240216314161517
26353152.0,16,6,52.51146716426053,13.305182943102873,52.51142323168599,13.305001146501448,13.253245638482207,-12.317905827056371,-4.890574198365496,30.0,23.63996132033566,315.0,322.34970866737126,158,5.067126043072092,1.119232712280617,5.609586281075427,1.4320979062180257,4.177488374857401,-0.08571428571428573,0.028571428571428574,0.0,1.9159328682112655
26353920.0,368,78,52.510690789272424,13.289307956046146,52.510838072317796,13.289732321549108,33.0995405820203,28.753531478423923,16.39554861113508,30.0,22.26472213351648,135.0,148.76687945668766,53,10.87244920452186,1.1899871938516842,6.303077289054705,1.3328431684634343,4.97023412059127,-0.32926195396512264,0.498759503131959,0.0,0.3287042185381223
26356993.0,765,170,52.512260527926735,13.287095503484414,52.51282508428154,13.287558690421712,70.24687307480535,31.383936934250585,62.84641341631831,30.0,15.942503610328671,45.0,33.70630977113879,49,2.693303646162609,2.463953188719946,2.704797050276453,2.251162222839888,0.4536348274365647,0.09899115662168398,0.3290796342362802,0.060076570967995443,0.09923689991748266
26356994.0,240,51,52.50320826229798,13.28166865151924,52.50291246220099,13.281982580726778,39.20113281838001,21.270751953125,-32.928466796875,30.0,35.894775390625,315.0,317.43896484375,37,2.9601358532428095,2.3042551210126976,3.9328342910564027,3.4193240561162064,0.5135102349401963,0.4843438914027149,0.6714932126696832,0.2190848430258117,0.2562032474327927
26357760.0,40,5,52.512982051879334,13.328478877479592,52.51306292555419,13.328759032734377,21.009067427033973,18.982346305464578,9.002857484880852,30.0,20.133464221950156,225.0,260.0860303090379,116,34.2849475117107,1.2989115496310508,36.13317613415613,0.85013690244256,35.28303923171357,0.7999999999999999,0.6,0.0,0.627313914869446
26357763.0,29,5,52.51298438579514,13.329234994947727,52.51653505861778,13.32688433649798,426.1442127799463,-159.27244617720964,395.2608986157978,30.0,26.835820554427297,270.0,259.1150752845939,141,57.005599715845094,1.0519045603128274,56.05641754512171,1.5705334116621201,54.48588413345959,-0.6,0.8999999999999998,0.0,1.92849223200977
26358784.0,923,210,52.50556913426755,13.341391589163058,52.50556529645936,13.342644854874044,84.91800319395206,84.91692849727457,-0.4272248082813235,30.0,29.31139104127368,315.0,272.77278941512265,58,3.2814202042109755,2.1256318446904303,3.4945118617289475,2.2304499343958835,1.264061927333064,-0.10908352905345264,0.5077833885263472,0.0,0.6889666077505013
26358785.0,580,161,52.50422896083172,13.34040062305258,52.504127347277866,13.340541855231573,14.816416962456394,9.569401556237473,-11.311620814933878,30.0,34.49719218202209,90.0,103.08892341119764,53,2.1930669846939983,1.5509461420125756,1.9801608764627394,1.543690024840641,0.4364708516220983,0.8050147411897908,0.7957104740897054,0.37567268198393666,1.005575595081418
26359552.0,58,23,52.503514394818325,13.335146321651651,52.50359613820187,13.334690643505661,32.18819682616552,-30.875167334143136,9.099673456153962,30.0,12.588510686161666,90.0,67.28763855593866,71,1.2848375820987443,0.8445205544196941,2.8588540453580094,1.0772425264311507,1.7816115189268587,-0.13161815589502404,0.8520543776362082,0.8310710128111206,0.9243092856217864
26359553.0,326,71,52.50381387290158,13.337896562379461,52.50398904033055,13.338192299084659,27.959989086560316,20.038091227708357,19.49963819332578,30.0,34.29076042406162,225.0,221.79878751296496,98,1.9244624775843284,0.7943317429814301,1.5517498673557066,0.7292139112845634,0.8225359560711433,0.6773696546470483,0.8653247195503504,0.0791118318330075,0.31378356716769207
26359554.0,808,207,52.50438385792536,13.335773170972388,52.504501829710215,13.335683795003478,14.461620185182555,-6.05580500191536,13.132619089856234,30.0,36.997407046228545,0.0,3.059263921695674,57,2.2139267317430753,1.7086462089984207,2.747434962413685,1.505959132989565,1.24147582942412,0.8571224754553427,0.9181103328104742,1.3368957680690197,1.7726388958788384
26360321.0,39,12,52.51627429498283,13.325797203305179,52.51609244387837,13.326142412087174,30.9338803974361,23.390147197301538,-20.243664948112738,30.0,33.68539373732131,45.0,47.06433419177135,100,10.57220721998002,0.8297494761060457,10.89740469069325,1.3880592517848491,9.509345438908401,-0.8741258741258742,0.3916083916083916,0.0,1.462827969435709
26360322.0,27,12,52.51686022135904,13.324562542710959,52.5168905618839,13.324018071766654,37.04574579919055,-36.891458723469256,3.3775072276470723,30.0,33.90518154704803,315.0,359.43699414133016,75,0.9234037805877567,0.7842792249043758,1.0451861804974267,1.1169706350494504,-0.07178445455202365,0.06702200632484068,0.46407282163970387,0.04906320888874574,0.5750870812425655
26363650.0,256,65,52.51166620561413,13.308426144572318,52.511527358143994,13.308108639884301,26.489869361275563,-21.513014082688073,-15.456500375424909,30.0,10.596224211636361,315.0,349.97885839865353,98,2.17779725600622,1.6320850667025586,4.028003219006463,1.8079436693250692,2.2200595496813937,-0.036999803388307106,0.5515003180767454,0.0,0.29036170031951536
26365185.0,521,139,52.511218446335384,13.301658239885072,52.51255517284332,13.299827199504328,193.73914229802213,-124.06493190086547,148.80439486388457,30.0,40.03207454960651,315.0,252.01488667650887,70,27.56721461665027,2.7399346955285866,26.351862437594953,1.4976256002813133,24.85423683731364,-0.363162618274234,0.7453768373411785,0.0,0.2915786829913022
26365186.0,610,154,52.51074314913232,13.294555386279825,52.511599530043014,13.294277160819098,97.17836310793221,-18.851590167633617,95.33232297856117,30.0,27.0456912785588,0.0,358.71344968934153,66,2.7597053059466026,1.7339128679438414,3.087953848407605,2.0214344069966503,1.0665194414109544,0.7183182369657459,0.8819046053418743,0.7957811791027799,1.3347768492742507
26366722.0,54,14,52.49022154537849,13.304587149813177,52.49021829660238,13.304549133512625,2.601116869649653,-2.5758523890154477,-0.3616537564845963,30.0,35.857896263211494,45.0,51.39290502515346,65,2.057502373336513,1.3489685059122265,2.2579274546612242,1.8470280831345665,0.4108993715266578,0.6351648351648352,0.5824175824175825,0.040710211643826995,0.23125075546819748
26367488.0,42,9,52.51609075013534,13.32618899007259,52.51565634175769,13.327058486191948,76.21937161923938,58.91403486834076,-48.35834059977291,30.0,30.094490323707557,45.0,35.271117169444835,80,4.541037509031893,0.8907252678673274,7.015163031857763,0.9656175556001408,6.049545476257622,-0.6833333333333333,0.7666666666666667,0.0,1.1650844202581203
