event_idx,from_cell,to_cell,dur_s,pA_from,pA_to,pB_from,pB_to,correct_A,correct_B,hda_correct,flip_correct,margin_A_dB,margin_B_dB
170,34006273.0,34006272.0,11.0,-44.827171325683594,-46.309043884277344,-46.22294616699219,-45.864723205566406,True,True,True,False,1.48187255859375,0.35822296142578125
171,34006272.0,30828801.0,19.0,-56.978057861328125,-52.09534454345703,-57.71372985839844,-50.68866729736328,False,True,False,True,-4.882713317871094,7.025062561035156
172,30828801.0,34006529.0,16.0,-59.27241516113281,-60.60833740234375,-59.86693572998047,-60.06303405761719,True,False,False,False,1.3359222412109375,-0.19609832763671875
173,34006529.0,34006528.0,12.0,-44.810340881347656,-44.867218017578125,-46.822059631347656,-46.98445129394531,True,False,False,False,0.05687713623046875,-0.16239166259765625
174,34006528.0,34006785.0,51.0,-59.5186767578125,-61.907684326171875,-59.980987548828125,-61.537628173828125,True,False,False,False,2.389007568359375,-1.556640625
175,30827265.0,30827264.0,67.0,-46.24139404296875,-50.38771057128906,-46.74671936035156,-50.139381408691406,True,False,False,False,4.1463165283203125,-3.3926620483398438
176,30827264.0,26681600.0,19.0,-58.96790313720703,-42.50574493408203,-58.967018127441406,-42.50739288330078,False,True,False,True,-16.462158203125,16.459625244140625
177,30827264.0,26607105.0,44.0,-59.36083984375,-56.44227600097656,-59.60600280761719,-56.175018310546875,False,True,False,True,-2.9185638427734375,3.4309844970703125
178,26607105.0,26722816.0,65.0,-63.92035675048828,-59.89251708984375,-64.19498443603516,-59.474090576171875,False,True,False,True,-4.027839660644531,4.720893859863281
179,26722816.0,26349058.0,88.0,-61.70301818847656,-64.99903869628906,-62.01716613769531,-64.77034759521484,True,False,False,False,3.2960205078125,-2.7531814575195312
180,26349058.0,26369024.0,110.0,-65.23263549804688,-65.44007873535156,-65.44596862792969,-65.22662353515625,True,True,True,True,0.2074432373046875,0.2193450927734375
181,26369024.0,26369025.0,172.0,-63.578529357910156,-55.14904022216797,-63.65740966796875,-54.89441680908203,False,True,False,True,-8.429489135742188,8.762992858886719
182,26369025.0,26358784.0,149.0,-59.05110168457031,-56.248138427734375,-59.222442626953125,-55.987213134765625,False,True,False,True,-2.8029632568359375,3.2352294921875
183,26358784.0,26358785.0,99.0,-54.82261657714844,-51.544677734375,-55.382232666015625,-51.33416748046875,False,True,False,True,-3.2779388427734375,4.048065185546875
184,26358785.0,26359553.0,23.0,-58.406455993652344,-53.617584228515625,-58.3636474609375,-52.98834228515625,False,True,False,True,-4.788871765136719,5.37530517578125
185,26359552.0,26359554.0,58.0,-47.89988708496094,-47.687828063964844,-47.92340850830078,-47.40581512451172,False,True,False,True,-0.21205902099609375,0.5175933837890625
186,26359554.0,26720002.0,66.0,-56.78193664550781,-55.77476501464844,-57.199562072753906,-55.2613525390625,False,True,False,True,-1.007171630859375,1.9382095336914062
187,26720002.0,26795520.0,85.0,-56.25811767578125,-53.886962890625,-56.723968505859375,-53.238792419433594,False,True,False,True,-2.37115478515625,3.4851760864257812
188,26795520.0,26367744.0,124.0,-55.047874450683594,-53.332977294921875,-55.140037536621094,-53.214691162109375,False,True,False,True,-1.7148971557617188,1.9253463745117188
189,26367744.0,26351361.0,21.0,-58.021728515625,-57.7489013671875,-58.234596252441406,-57.52521514892578,False,True,False,True,-0.2728271484375,0.709381103515625
190,26351361.0,26351360.0,22.0,-47.976966857910156,-54.054725646972656,-49.41595458984375,-53.12358093261719,True,False,False,False,6.0777587890625,-3.7076263427734375
191,26351360.0,26351362.0,15.0,-56.62688446044922,-53.29155731201172,-57.188201904296875,-52.59423065185547,False,True,False,True,-3.3353271484375,4.593971252441406
192,26368257.0,26368258.0,148.0,-55.118492126464844,-54.487159729003906,-55.70549774169922,-53.90239715576172,False,True,False,True,-0.6313323974609375,1.8031005859375
193,26368258.0,28650241.0,132.0,-57.94873046875,-59.61951446533203,-58.20735168457031,-59.409873962402344,True,False,False,False,1.6707839965820312,-1.2025222778320312
194,28650241.0,26947072.0,25.0,-99.29864501953125,-270.0,-270.0,-270.0,True,False,False,False,170.70135498046875,0.0
195,26947072.0,28792066.0,66.0,-270.0,-270.0,-125.23037719726562,-270.0,False,False,False,False,0.0,-144.76962280273438
196,28792066.0,26947072.0,54.0,-82.3125,-82.46165466308594,-270.0,-74.60565185546875,True,True,True,True,0.1491546630859375,195.39434814453125
197,26947072.0,28792066.0,14.0,-51.83934020996094,-73.49811553955078,-51.67706298828125,-73.59310150146484,True,False,False,False,21.658775329589844,-21.916038513183594
198,28792066.0,26947072.0,43.0,-270.0,-57.5072021484375,-270.0,-57.527000427246094,False,True,False,True,-212.4927978515625,212.4729995727539
199,26917120.0,40782336.0,163.0,-85.28065490722656,-91.88185119628906,-74.33914184570312,-93.40707397460938,True,False,False,False,6.6011962890625,-19.06793212890625
200,40782336.0,26947073.0,13.0,-270.0,-50.37615966796875,-104.3385009765625,-49.1689453125,False,True,False,True,-219.62384033203125,55.1695556640625
201,26947073.0,26947074.0,77.0,-57.354820251464844,-72.99249267578125,-57.889190673828125,-73.17681121826172,True,False,False,False,15.637672424316406,-15.287620544433594
202,26947074.0,34210561.0,10.0,-65.6217269897461,-48.604827880859375,-65.84333801269531,-47.26231384277344,False,True,False,True,-17.01689910888672,18.581024169921875
203,34210561.0,34210566.0,22.0,-52.52898406982422,-54.838417053222656,-53.672645568847656,-55.59913635253906,True,False,False,False,2.3094329833984375,-1.9264907836914062
204,34210566.0,34210562.0,34.0,-62.57257080078125,-61.41802978515625,-62.66381072998047,-61.05998229980469,False,True,False,True,-1.154541015625,1.6038284301757812
205,34210562.0,26347520.0,44.0,-59.705718994140625,-59.59778594970703,-60.052581787109375,-59.120826721191406,False,True,False,True,-0.10793304443359375,0.9317550659179688
206,26347520.0,26356994.0,14.0,-53.54447937011719,-58.78053283691406,-53.903419494628906,-58.57127380371094,True,False,False,False,5.236053466796875,-4.667854309082031
207,34210562.0,26356994.0,10.0,-67.12860870361328,-53.096656799316406,-67.16476440429688,-52.77136993408203,False,True,False,True,-14.031951904296875,14.393394470214844
208,34210562.0,26356994.0,19.0,-67.60061645507812,-47.47612762451172,-67.63339233398438,-46.98249053955078,False,True,False,True,-20.124488830566406,20.650901794433594
209,30625794.0,40812800.0,65.0,-47.21428680419922,-65.92597961425781,-47.98039245605469,-65.7295150756836,True,False,False,False,18.711692810058594,-17.749122619628906
210,40812800.0,26356993.0,40.0,-63.89549255371094,-69.69523620605469,-64.28048706054688,-69.5327377319336,True,False,False,False,5.79974365234375,-5.252250671386719
211,26356992.0,26356993.0,80.0,-45.13812255859375,-66.06468963623047,-45.80890655517578,-66.11846160888672,True,False,False,False,20.92656707763672,-20.309555053710938
212,26356993.0,26353920.0,40.0,-69.90267944335938,-56.802459716796875,-69.90267944335938,-56.802459716796875,False,True,False,True,-13.1002197265625,13.1002197265625
213,26353920.0,26365186.0,43.0,-54.024085998535156,-63.999298095703125,-54.687591552734375,-63.76667785644531,True,False,False,False,9.975212097167969,-9.079086303710938
214,26365186.0,26365185.0,111.0,-60.587623596191406,-63.3026123046875,-60.79779052734375,-63.24687194824219,True,False,False,False,2.7149887084960938,-2.4490814208984375
215,26365185.0,26363650.0,27.0,-65.53191375732422,-56.96240234375,-65.6861801147461,-56.374732971191406,False,True,False,True,-8.569511413574219,9.311447143554688
216,26363650.0,26363649.0,12.0,-57.78953552246094,-51.53723907470703,-58.194664001464844,-51.61888885498047,False,True,False,True,-6.252296447753906,6.575775146484375
217,26363649.0,29127682.0,65.0,-56.858062744140625,-57.15400695800781,-57.312782287597656,-56.75769805908203,True,True,True,True,0.2959442138671875,0.555084228515625
218,29127680.0,29127681.0,57.0,-65.27088165283203,-62.856101989746094,-65.25200653076172,-62.79557800292969,False,True,False,True,-2.4147796630859375,2.4564285278320312
219,29127680.0,29127681.0,46.0,-65.13059997558594,-61.83580017089844,-65.16001892089844,-61.66917419433594,False,True,False,True,-3.2947998046875,3.4908447265625
220,29127680.0,26367489.0,56.0,-68.47960662841797,-60.7366943359375,-68.51052856445312,-60.781593322753906,False,True,False,True,-7.742912292480469,7.728935241699219
221,26367489.0,33802242.0,46.0,-62.880279541015625,-61.64844512939453,-63.070770263671875,-61.414947509765625,False,True,False,True,-1.2318344116210938,1.65582275390625
222,33802242.0,33802241.0,35.0,-63.89624786376953,-57.78870391845703,-64.08999633789062,-57.38121795654297,False,True,False,True,-6.1075439453125,6.708778381347656
223,33802241.0,30829824.0,91.0,-62.144134521484375,-56.877357482910156,-62.38819122314453,-56.337799072265625,False,True,False,True,-5.266777038574219,6.050392150878906
224,30829824.0,34006273.0,10.0,-53.176483154296875,-64.2843246459961,-64.1771011352539,-55.28529357910156,True,True,True,False,11.107841491699219,8.891807556152344
225,34006272.0,30828801.0,20.0,-54.131439208984375,-55.62477111816406,-55.155494689941406,-54.6141357421875,True,True,True,False,1.4933319091796875,0.5413589477539062
226,30828801.0,34006529.0,16.0,-59.18608093261719,-60.68482208251953,-59.80914306640625,-60.12248992919922,True,False,False,False,1.4987411499023438,-0.31334686279296875
227,34006529.0,34006528.0,24.0,-44.68092346191406,-44.506019592285156,-46.25269317626953,-46.258628845214844,False,False,False,True,-0.17490386962890625,-0.0059356689453125
228,34006528.0,34006785.0,21.0,-60.496986389160156,-61.08135986328125,-60.555145263671875,-61.02703094482422,True,False,False,False,0.5843734741210938,-0.47188568115234375
229,30828288.0,34006785.0,14.0,-47.43316650390625,-46.167869567871094,-48.07806396484375,-44.842689514160156,False,True,False,True,-1.2652969360351562,3.2353744506835938
230,34007041.0,34007040.0,25.0,-48.717254638671875,-43.60322570800781,-48.7623291015625,-43.322044372558594,False,True,False,True,-5.1140289306640625,5.440284729003906
231,34007040.0,30827265.0,70.0,-44.305152893066406,-47.16886901855469,-45.40190124511719,-46.08595275878906,True,False,False,False,2.8637161254882812,-0.684051513671875
232,30827265.0,30827264.0,23.0,-46.35832214355469,-50.38867950439453,-47.041351318359375,-50.07073211669922,True,False,False,False,4.030357360839844,-3.0293807983398438
233,30827264.0,26681600.0,29.0,-58.80992889404297,-42.70292663574219,-58.83490753173828,-42.664276123046875,False,True,False,True,-16.10700225830078,16.170631408691406
234,26681600.0,26607105.0,43.0,-42.75819396972656,-56.37016296386719,-43.407997131347656,-56.07232666015625,True,False,False,False,13.611968994140625,-12.664329528808594
235,26607105.0,26722816.0,46.0,-63.89404296875,-59.941802978515625,-64.17121887207031,-59.504730224609375,False,True,False,True,-3.952239990234375,4.6664886474609375
236,26349056.0,26349058.0,118.0,-53.75146484375,-65.07107543945312,-54.57075500488281,-64.82453918457031,True,False,False,False,11.319610595703125,-10.2537841796875
237,26349058.0,26369024.0,161.0,-65.21018981933594,-65.4609603881836,-65.47486877441406,-65.19512176513672,True,True,True,True,0.25077056884765625,0.27974700927734375
238,26369024.0,26369025.0,36.0,-63.412864685058594,-55.579071044921875,-63.619956970214844,-54.970245361328125,False,True,False,True,-7.833793640136719,8.649711608886719
239,26369025.0,26358784.0,194.0,-58.62532043457031,-56.94915008544922,-58.64653778076172,-56.92554473876953,False,True,False,True,-1.6761703491210938,1.7209930419921875
240,26358784.0,26358785.0,163.0,-55.138633728027344,-51.5455322265625,-55.68531799316406,-51.49397277832031,False,True,False,True,-3.5931015014648438,4.19134521484375
241,26358785.0,26359553.0,33.0,-58.39579772949219,-53.5213623046875,-58.36378479003906,-53.162879943847656,False,True,False,True,-4.8744354248046875,5.200904846191406
242,26359553.0,26359554.0,17.0,-48.31147003173828,-54.070167541503906,-49.17613983154297,-53.60179138183594,True,False,False,False,5.758697509765625,-4.425651550292969
243,26359552.0,26359554.0,56.0,-47.872955322265625,-47.67407989501953,-48.049224853515625,-46.90618896484375,False,True,False,True,-0.19887542724609375,1.143035888671875
244,26359554.0,26359552.0,19.0,-54.279701232910156,-53.54468536376953,-54.402618408203125,-53.69184875488281,False,True,False,True,-0.735015869140625,0.7107696533203125
245,26359552.0,26720002.0,54.0,-57.785064697265625,-53.416526794433594,-58.0050048828125,-52.989845275878906,False,True,False,True,-4.368537902832031,5.015159606933594
246,26720002.0,26795520.0,61.0,-56.43023681640625,-53.87919616699219,-56.91961669921875,-53.21479797363281,False,True,False,True,-2.5510406494140625,3.7048187255859375
247,26795520.0,26367744.0,53.0,-54.709938049316406,-53.79161071777344,-54.756126403808594,-53.74003601074219,False,True,False,True,-0.9183273315429688,1.0160903930664062
248,26367744.0,26367746.0,14.0,-56.03943634033203,-46.3267822265625,-56.034454345703125,-46.22459411621094,False,True,False,True,-9.712654113769531,9.809860229492188
249,26367746.0,26367744.0,51.0,-48.01374816894531,-56.8597412109375,-48.396087646484375,-56.97587585449219,True,False,False,False,8.845993041992188,-8.579788208007812
250,26367744.0,26351361.0,19.0,-58.06787109375,-57.75860595703125,-58.349334716796875,-57.455909729003906,False,True,False,True,-0.30926513671875,0.8934249877929688
251,26351361.0,26351360.0,23.0,-46.97795867919922,-54.822540283203125,-48.25080871582031,-54.04670715332031,True,False,False,False,7.844581604003906,-5.7958984375
252,26351360.0,26351362.0,14.0,-57.0169677734375,-53.082435607910156,-57.527679443359375,-52.486488342285156,False,True,False,True,-3.9345321655273438,5.041191101074219
253,26368257.0,26368258.0,171.0,-54.71345520019531,-54.77423858642578,-55.36308288574219,-54.16194152832031,True,True,True,True,0.06078338623046875,1.201141357421875
254,26368258.0,28650241.0,195.0,-58.08660888671875,-59.423484802246094,-58.27406311035156,-59.269287109375,True,False,False,False,1.3368759155273438,-0.9952239990234375
255,28650241.0,26947072.0,11.0,-115.06080627441406,-270.0,-270.0,-270.0,True,False,False,False,154.93919372558594,0.0
256,26947072.0,28792066.0,41.0,-270.0,-270.0,-104.81112670898438,-270.0,False,False,False,False,0.0,-165.18887329101562
257,28792066.0,26947072.0,46.0,-82.27384948730469,-75.07857513427734,-270.0,-66.84004974365234,False,True,False,True,-7.195274353027344,203.15995025634766
258,28792066.0,26947072.0,39.0,-96.3291015625,-68.76272583007812,-270.0,-57.571380615234375,False,True,False,True,-27.566375732421875,212.42861938476562
259,26947072.0,26366722.0,30.0,-91.4424819946289,-46.474098205566406,-89.88243865966797,-46.64942932128906,False,True,False,True,-44.9683837890625,43.233009338378906
260,26366722.0,26917120.0,32.0,-59.84294128417969,-84.36042785644531,-57.72377014160156,-90.15921020507812,True,False,False,False,24.517486572265625,-32.43544006347656
261,26917120.0,40782336.0,185.0,-63.71113586425781,-84.2617416381836,-63.727935791015625,-84.66477966308594,True,False,False,False,20.55060577392578,-20.936843872070312
262,26947073.0,26947074.0,61.0,-54.202056884765625,-87.91050720214844,-55.82347106933594,-84.2388916015625,True,False,False,False,33.70845031738281,-28.415420532226562
263,26947074.0,40812802.0,49.0,-64.31082916259766,-77.22816467285156,-77.74705505371094,-59.56475067138672,True,True,True,True,12.917335510253906,18.18230438232422
264,40812802.0,26356996.0,111.0,-61.950042724609375,-61.81498718261719,-62.37635803222656,-61.35353088378906,False,True,False,True,-0.1350555419921875,1.0228271484375
265,26356996.0,42445056.0,61.0,-57.58662414550781,-55.48077392578125,-57.95722198486328,-54.719764709472656,False,True,False,True,-2.1058502197265625,3.237457275390625
266,42445056.0,26365189.0,69.0,-47.746971130371094,-65.86466979980469,-48.05994415283203,-65.85887145996094,True,False,False,False,18.117698669433594,-17.798927307128906
267,26365189.0,26365188.0,63.0,-62.06134033203125,-56.565277099609375,-62.29890441894531,-55.974693298339844,False,True,False,True,-5.496063232421875,6.324211120605469
268,26365188.0,26363653.0,64.0,-62.857879638671875,-61.13536071777344,-63.10814666748047,-60.81260681152344,False,True,False,True,-1.7225189208984375,2.2955398559570312
269,26363653.0,26363652.0,15.0,-47.99284362792969,-52.516845703125,-49.05915832519531,-52.168792724609375,True,False,False,False,4.5240020751953125,-3.1096343994140625
270,26363652.0,29127685.0,56.0,-53.10875701904297,-52.80657958984375,-53.5675048828125,-52.39762878417969,False,True,False,True,-0.30217742919921875,1.1698760986328125
271,29127683.0,29127684.0,101.0,-64.58609771728516,-63.808448791503906,-64.46465301513672,-63.727020263671875,False,True,False,True,-0.77764892578125,0.7376327514648438
272,29127684.0,29127683.0,11.0,-66.10838317871094,-59.982643127441406,-66.10838317871094,-59.982643127441406,False,True,False,True,-6.125740051269531,6.125740051269531
273,33802248.0,30829826.0,82.0,-63.89405822753906,-66.75110626220703,-69.94374084472656,-54.13395690917969,True,True,True,True,2.8570480346679688,15.809783935546875
274,30829826.0,30829314.0,39.0,-51.13117980957031,-56.521881103515625,-52.13459777832031,-56.22069549560547,True,False,False,False,5.3907012939453125,-4.086097717285156
275,30829314.0,34006273.0,30.0,-61.52433776855469,-47.11457824707031,-61.74823760986328,-45.923065185546875,False,True,False,True,-14.409759521484375,15.825172424316406
276,34006273.0,34006272.0,14.0,-44.381797790527344,-46.781105041503906,-45.224143981933594,-46.442909240722656,True,False,False,False,2.3993072509765625,-1.2187652587890625
277,30828801.0,30828800.0,12.0,-48.509193420410156,-45.14756774902344,-50.18653106689453,-45.41578674316406,False,True,False,True,-3.3616256713867188,4.770744323730469
278,30828800.0,34006529.0,15.0,-58.66511535644531,-59.14539337158203,-59.270599365234375,-58.52751159667969,True,True,True,True,0.48027801513671875,0.7430877685546875
279,34006529.0,34006528.0,33.0,-44.847801208496094,-44.690589904785156,-46.59330749511719,-46.61225128173828,False,False,False,True,-0.1572113037109375,-0.01894378662109375
280,34006528.0,30828289.0,10.0,-61.2158203125,-52.67975616455078,-61.435081481933594,-52.103607177734375,False,True,False,True,-8.536064147949219,9.331474304199219
281,34007041.0,34007040.0,37.0,-48.6322021484375,-44.3076171875,-48.732078552246094,-43.19274139404297,False,True,False,True,-4.3245849609375,5.539337158203125
282,34007040.0,30827264.0,78.0,-45.03187561035156,-55.2713623046875,-53.67827606201172,-49.942230224609375,True,True,True,False,10.239486694335938,3.7360458374023438
283,30827264.0,26681600.0,29.0,-58.64445495605469,-43.058013916015625,-58.867454528808594,-42.63059997558594,False,True,False,True,-15.586441040039062,16.236854553222656
284,26681600.0,26607105.0,53.0,-42.59398651123047,-56.37416076660156,-42.995750427246094,-56.13890075683594,True,False,False,False,13.780174255371094,-13.143150329589844
285,26607105.0,26722816.0,54.0,-63.470314025878906,-60.50202178955078,-63.71064758300781,-60.14838409423828,False,True,False,True,-2.968292236328125,3.5622634887695312
286,26349056.0,26349058.0,88.0,-54.07146453857422,-64.97308349609375,-54.934959411621094,-64.70183563232422,True,False,False,False,10.901618957519531,-9.766876220703125
287,26349058.0,26369024.0,87.0,-65.35297393798828,-65.31349182128906,-65.60647583007812,-65.05184936523438,False,True,False,True,-0.03948211669921875,0.55462646484375
288,26369024.0,26369025.0,117.0,-62.09446716308594,-58.357421875,-62.33112335205078,-57.96533203125,False,True,False,True,-3.7370452880859375,4.365791320800781
289,26369025.0,26358784.0,178.0,-59.01222229003906,-56.397056579589844,-59.08531188964844,-56.277099609375,False,True,False,True,-2.6151657104492188,2.8082122802734375
290,26358784.0,26358785.0,211.0,-55.27024841308594,-51.88385009765625,-55.613746643066406,-51.76606750488281,False,True,False,True,-3.3863983154296875,3.8476791381835938
291,26358785.0,26359553.0,27.0,-58.22754669189453,-53.72967529296875,-58.17658996582031,-53.12867736816406,False,True,False,True,-4.497871398925781,5.04791259765625
292,26359552.0,26359554.0,67.0,-48.57087707519531,-47.74314880371094,-48.540863037109375,-47.529502868652344,False,True,False,True,-0.827728271484375,1.0113601684570312
293,26359554.0,26359552.0,11.0,-54.00401306152344,-53.226890563964844,-54.535911560058594,-53.74359893798828,False,True,False,True,-0.7771224975585938,0.7923126220703125
294,26359552.0,26720002.0,60.0,-58.43473815917969,-51.85936737060547,-58.76964569091797,-50.98799133300781,False,True,False,True,-6.575370788574219,7.781654357910156
295,26720002.0,26795520.0,51.0,-56.294105529785156,-54.14099884033203,-56.841285705566406,-53.45790100097656,False,True,False,True,-2.153106689453125,3.3833847045898438
296,26795520.0,26367744.0,83.0,-54.91526794433594,-53.48454284667969,-55.49409484863281,-52.70911407470703,False,True,False,True,-1.43072509765625,2.7849807739257812
297,26367744.0,26351361.0,22.0,-58.31575012207031,-57.48371124267578,-58.581932067871094,-57.19573974609375,False,True,False,True,-0.8320388793945312,1.3861923217773438
298,26351361.0,26351360.0,24.0,-48.22882080078125,-54.301841735839844,-49.310203552246094,-53.521690368652344,True,False,False,False,6.073020935058594,-4.21148681640625
299,26351360.0,26351362.0,15.0,-57.10496520996094,-52.99999237060547,-57.60692596435547,-52.36334991455078,False,True,False,True,-4.104972839355469,5.2435760498046875
300,26368257.0,28650241.0,140.0,-55.274742126464844,-65.80081939697266,-63.26506042480469,-59.49407958984375,True,True,True,False,10.526077270507812,3.7709808349609375
301,28650241.0,26947072.0,12.0,-90.75432586669922,-270.0,-270.0,-270.0,True,False,False,False,179.24567413330078,0.0
302,34768897.0,26947072.0,18.0,-81.95092010498047,-270.0,-57.23387908935547,-270.0,True,False,False,False,188.04907989501953,-212.76612091064453
303,26947072.0,28792066.0,64.0,-270.0,-270.0,-109.16566467285156,-270.0,False,False,False,False,0.0,-160.83433532714844
304,28792066.0,26947072.0,29.0,-83.64334869384766,-76.21810913085938,-82.23090362548828,-72.9660873413086,False,True,False,True,-7.425239562988281,9.264816284179688
305,28792066.0,26947072.0,42.0,-96.33154296875,-68.40087127685547,-270.0,-57.623077392578125,False,True,False,True,-27.93067169189453,212.37692260742188
306,26366722.0,26917120.0,12.0,-82.03399658203125,-77.64228057861328,-72.76192474365234,-77.2207260131836,False,False,False,False,-4.391716003417969,-4.45880126953125
307,26917120.0,40782336.0,105.0,-63.47167205810547,-84.2182846069336,-63.37965393066406,-93.14840698242188,True,False,False,False,20.746612548828125,-29.768753051757812
308,40782336.0,26947073.0,10.0,-270.0,-49.7166748046875,-270.0,-49.017120361328125,False,True,False,True,-220.2833251953125,220.98287963867188
309,26947073.0,26947074.0,41.0,-55.2791748046875,-84.13773345947266,-67.94483947753906,-80.9034652709961,True,False,False,False,28.858558654785156,-12.958625793457031
310,34210561.0,34210562.0,29.0,-51.69464111328125,-66.13158416748047,-53.495758056640625,-65.86235046386719,True,False,False,False,14.436943054199219,-12.366592407226562
311,34210562.0,26347520.0,17.0,-59.39665222167969,-59.88532257080078,-60.02259826660156,-59.052276611328125,True,True,True,True,0.48867034912109375,0.9703216552734375
312,26356994.0,40812800.0,41.0,-43.85865020751953,-66.92247009277344,-53.28291320800781,-65.42086791992188,True,False,False,False,23.063819885253906,-12.137954711914062
313,40812800.0,26356993.0,23.0,-64.060546875,-69.6546859741211,-64.53981018066406,-69.43535614013672,True,False,False,False,5.594139099121094,-4.895545959472656
314,26356992.0,26356993.0,78.0,-44.43364715576172,-66.03999328613281,-44.417625427246094,-66.04144287109375,True,False,False,False,21.606346130371094,-21.623817443847656
315,26356993.0,26353920.0,87.0,-69.83558654785156,-56.98162841796875,-69.83558654785156,-56.98162841796875,False,True,False,True,-12.853958129882812,12.853958129882812
316,26353920.0,26365185.0,55.0,-50.64567565917969,-70.82933044433594,-67.13654327392578,-63.25957489013672,True,True,True,False,20.18365478515625,3.8769683837890625
317,26365185.0,26363650.0,35.0,-66.38809967041016,-51.59904479980469,-66.49872589111328,-50.56561279296875,False,True,False,True,-14.789054870605469,15.933113098144531
318,26363650.0,26363649.0,10.0,-58.194358825683594,-51.509666442871094,-58.58702087402344,-51.71748352050781,False,True,False,True,-6.6846923828125,6.869537353515625
319,26363649.0,29127680.0,12.0,-56.77117156982422,-69.18501281738281,-67.41938781738281,-65.26626586914062,True,True,True,False,12.413841247558594,2.1531219482421875
320,29127680.0,26367489.0,54.0,-68.35641479492188,-60.5615234375,-68.37672424316406,-60.586334228515625,False,True,False,True,-7.794891357421875,7.7903900146484375
321,26367489.0,33802242.0,130.0,-63.183135986328125,-61.29096221923828,-63.35630798339844,-61.07231140136719,False,True,False,True,-1.8921737670898438,2.28399658203125
