_row,cell_id,new_split,measured_rsrp,sionna_power_raw,dist_m,freq_mhz,wcl_lat,wcl_lon
2138,2567188.0,train,-115.95997191011236,-73.15785217285156,1301.4069582571753,2000.0,52.51266256859161,13.325100820119996
2145,2567188.0,train,-116.31666666666666,-73.15785217285156,1301.4069582571753,2000.0,52.51266256859161,13.325100820119996
18132,2567188.0,train,-115.63341346153848,-73.41506958007812,1342.9039949297662,2000.0,52.51266256859161,13.325100820119996
18137,2567188.0,train,-117.03416666666666,-73.49221801757812,1355.6007609012506,2000.0,52.51266256859161,13.325100820119996
18141,2567188.0,train,-117.95,-73.5666732788086,1367.961496337383,2000.0,52.51266256859161,13.325100820119996
18149,2567188.0,train,-120.90333333333334,-73.7077407836914,1391.6748283559873,2000.0,52.51266256859161,13.325100820119996
18154,2567188.0,train,-121.08,-73.77433776855469,1403.0058958561467,2000.0,52.51266256859161,13.325100820119996
18159,2567188.0,train,-122.28333333333332,-73.8392562866211,1414.134437273426,2000.0,52.51266256859161,13.325100820119996
34127,2567188.0,train,-116.24923780487804,-73.36302947998047,1334.4042161930547,2000.0,52.51266256859161,13.325100820119996
34131,2567188.0,train,-114.625,-73.44214630126953,1347.346625527176,2000.0,52.51266256859161,13.325100820119996
34141,2567188.0,train,-119.45416666666668,-73.59622192382812,1372.8953375173019,2000.0,52.51266256859161,13.325100820119996
48868,2567188.0,train,-92.5592105263158,-61.33617401123047,284.55965077687324,2000.0,52.51266256859161,13.325100820119996
48874,2567188.0,train,-93.11625,-61.185157775878906,278.7813617719438,2000.0,52.51266256859161,13.325100820119996
48878,2567188.0,train,-95.598125,-61.04676055908203,273.58451585753016,2000.0,52.51266256859161,13.325100820119996
48882,2567188.0,train,-95.8325,-60.89756774902344,268.0860351705688,2000.0,52.51266256859161,13.325100820119996
48894,2567188.0,train,-86.898125,-60.314857482910156,247.6121010329271,2000.0,52.51266256859161,13.325100820119996
48902,2567188.0,train,-93.488125,-59.84724426269531,232.2873756851681,2000.0,52.51266256859161,13.325100820119996
48906,2567188.0,train,-94.1775,-59.5604248046875,223.35206761378578,2000.0,52.51266256859161,13.325100820119996
48907,2567188.0,train,-95.69875,-59.24034881591797,213.78203266113246,2000.0,52.51266256859161,13.325100820119996
48913,2567188.0,train,-96.21585051546391,-58.87574768066406,203.3785943259932,2000.0,52.51266256859161,13.325100820119996
48956,2567188.0,train,-97.66875,-52.84580993652344,90.49292884222439,2000.0,52.51266256859161,13.325100820119996
48966,2567188.0,train,-97.579375,-50.47709655761719,66.12347520113714,2000.0,52.51266256859161,13.325100820119996
48970,2567188.0,train,-99.476875,-49.01060485839844,54.04192814017708,2000.0,52.51266256859161,13.325100820119996
48974,2567188.0,train,-99.505,-47.350196838378906,42.15613765714437,2000.0,52.51266256859161,13.325100820119996
48977,2567188.0,train,-100.585625,-45.58567810058594,30.949236777610803,2000.0,52.51266256859161,13.325100820119996
48980,2567188.0,train,-97.583125,-43.96307373046875,21.12320253124935,2000.0,52.51266256859161,13.325100820119996
48985,2567188.0,train,-95.975625,-43.00920104980469,14.895948549690225,2000.0,52.51266256859161,13.325100820119996
48989,2567188.0,train,-99.760625,-43.237037658691406,16.471920865936976,2000.0,52.51266256859161,13.325100820119996
48994,2567188.0,train,-99.01375,-44.43586730957031,24.00773409892301,2000.0,52.51266256859161,13.325100820119996
48997,2567188.0,train,-98.704375,-46.068077087402344,33.91101368967534,2000.0,52.51266256859161,13.325100820119996
49002,2567188.0,train,-96.8325,-47.699562072753906,44.514862476631514,2000.0,52.51266256859161,13.325100820119996
49006,2567188.0,train,-96.935625,-49.19163513183594,55.415320664568284,2000.0,52.51266256859161,13.325100820119996
49008,2567188.0,train,-95.955,-50.521202087402344,66.51552561758473,2000.0,52.51266256859161,13.325100820119996
49012,2567188.0,train,-95.298125,-51.699798583984375,77.82408708510413,2000.0,52.51266256859161,13.325100820119996
49015,2567188.0,train,-93.241875,-52.76953887939453,89.57156755076653,2000.0,52.51266256859161,13.325100820119996
49020,2567188.0,train,-92.063125,-53.70525360107422,101.35777246340434,2000.0,52.51266256859161,13.325100820119996
49025,2567188.0,train,-91.4,-54.558494567871094,113.43282373356277,2000.0,52.51266256859161,13.325100820119996
49032,2567188.0,train,-91.45375,-55.977294921875,137.21822215558544,2000.0,52.51266256859161,13.325100820119996
49036,2567188.0,train,-91.55,-56.57954406738281,148.85317889522887,2000.0,52.51266256859161,13.325100820119996
49040,2567188.0,train,-91.300625,-57.12390899658203,160.2748003735309,2000.0,52.51266256859161,13.325100820119996
49054,2567188.0,train,-93.3775,-58.56346893310547,194.86952565548853,2000.0,52.51266256859161,13.325100820119996
49055,2567188.0,train,-94.485625,-58.99224853515625,206.64268331252433,2000.0,52.51266256859161,13.325100820119996
49059,2567188.0,train,-95.098125,-59.394622802734375,218.33985553093697,2000.0,52.51266256859161,13.325100820119996
67884,2567188.0,train,-97.4375,-50.124114990234375,63.039859439349314,2000.0,52.51266256859161,13.325100820119996
67889,2567188.0,train,-95.608125,-51.505462646484375,75.8656551114302,2000.0,52.51266256859161,13.325100820119996
67896,2567188.0,train,-91.548125,-54.04234313964844,105.95174809431091,2000.0,52.51266256859161,13.325100820119996
67900,2567188.0,train,-91.809375,-55.10276794433594,121.95755996653284,2000.0,52.51266256859161,13.325100820119996
67905,2567188.0,train,-91.0675,-56.02653503417969,138.13226526759408,2000.0,52.51266256859161,13.325100820119996
67909,2567188.0,train,-92.509375,-56.83479309082031,154.09786664707462,2000.0,52.51266256859161,13.325100820119996
67913,2567188.0,train,-95.4425,-57.54340362548828,169.70583932072847,2000.0,52.51266256859161,13.325100820119996
67916,2567188.0,train,-94.89375,-58.184120178222656,185.2424639417596,2000.0,52.51266256859161,13.325100820119996
67923,2567188.0,train,-93.60875,-58.76466369628906,200.30709107938338,2000.0,52.51266256859161,13.325100820119996
67925,2567188.0,train,-95.56823979591836,-59.28718566894531,215.15318852480505,2000.0,52.51266256859161,13.325100820119996
68355,2567188.0,train,-124.12728658536584,-74.04956817626953,1450.6864340508678,2000.0,52.51266256859161,13.325100820119996
68357,2567188.0,train,-123.4425,-74.10792541503906,1461.009056171276,2000.0,52.51266256859161,13.325100820119996
68361,2567188.0,train,-123.9425,-74.1614990234375,1470.5477694972437,2000.0,52.51266256859161,13.325100820119996
68368,2567188.0,train,-125.0625,-74.25006866455078,1486.4456208777597,2000.0,52.51266256859161,13.325100820119996
68372,2567188.0,train,-125.17833333333331,-74.28203582763672,1492.2228706739222,2000.0,52.51266256859161,13.325100820119996
68378,2567188.0,train,-123.76166666666668,-74.310302734375,1497.3501380829828,2000.0,52.51266256859161,13.325100820119996
68383,2567188.0,train,-124.80916666666668,-74.33479309082031,1501.805499838836,2000.0,52.51266256859161,13.325100820119996
68384,2567188.0,train,-122.9,-74.35713195800781,1505.8809578648631,2000.0,52.51266256859161,13.325100820119996
68391,2567188.0,train,-124.235,-74.37770080566406,1509.6424321689722,2000.0,52.51266256859161,13.325100820119996
68392,2567188.0,train,-122.11333333333332,-74.3967514038086,1513.1359921143048,2000.0,52.51266256859161,13.325100820119996
68643,2567188.0,train,-122.72674418604652,-74.89686584472656,1607.6146851275366,2000.0,52.51266256859161,13.325100820119996
68647,2567188.0,train,-124.07352941176472,-74.93544006347656,1615.129929920585,2000.0,52.51266256859161,13.325100820119996
68651,2567188.0,train,-121.47286184210526,-74.97013854980469,1621.9223297092447,2000.0,52.51266256859161,13.325100820119996
68652,2567188.0,train,-120.57666666666668,-75.00243377685547,1628.2671876918469,2000.0,52.51266256859161,13.325100820119996
68658,2567188.0,train,-120.2725,-75.0326919555664,1634.2331942571607,2000.0,52.51266256859161,13.325100820119996
68662,2567188.0,train,-116.45083333333334,-75.0606689453125,1639.7701035740279,2000.0,52.51266256859161,13.325100820119996
68667,2567188.0,train,-119.74333333333334,-75.08706665039062,1645.007807110661,2000.0,52.51266256859161,13.325100820119996
