_row,operator,device,cell_id,split,measured_rsrp,sionna_power_raw,dist_m,freq_mhz,area,gap_type,tower_lat,tower_lon,position_source,sionna_power_cal,residual_cal
48785,1,pc4,33802242.0,val,-96.166875,-70.83662414550781,977.7782374765383,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.83666344640595,-8.330211553594054
48787,1,pc4,33802242.0,val,-97.23625,-70.83662414550781,977.7782374765383,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.83666344640595,-9.399586553594048
48791,1,pc4,33802242.0,val,-97.530625,-70.8310546875,977.1018543462046,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.83109398839814,-9.699531011601863
48798,1,pc4,33802242.0,val,-96.2675,-70.81715393066406,975.4167796673426,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.8171932315622,-8.450306768437798
48800,1,pc4,33802242.0,val,-94.56625,-70.79666137695312,972.9367313548797,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.79670067785126,-6.769549322148734
48806,1,pc4,33802242.0,val,-92.208125,-70.77052307128906,969.780315497142,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.7705623721872,-4.437562627812795
48809,1,pc4,33802242.0,val,-91.643125,-70.73578643798828,965.6034130101189,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.73582573888642,-3.907299261113579
48811,1,pc4,33802242.0,val,-87.32875,-70.69819641113281,961.1002262057498,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.69823571203095,0.3694857120309507
48817,1,pc4,33802242.0,val,-88.59125,-70.65834045410156,956.3477812214554,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.6583797549997,-0.9328702450003021
48820,1,pc4,33802242.0,val,-91.445625,-70.61168670654297,950.8122439543472,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.6117260074411,-3.8338989925589004
48823,1,pc4,33802242.0,val,-97.06666666666666,-70.55533599853516,944.1671174731654,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-87.5553752994333,-9.511291367233369
48926,1,pc4,33802242.0,val,-98.18478260869566,-68.65821838378906,744.1253244351475,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-85.6582576846872,-12.526524924008456
48928,1,pc4,33802242.0,val,-99.7125,-68.56022644042969,734.9499512348783,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-85.56026574132783,-14.15223425867218
48932,1,pc4,33802242.0,val,-97.8,-68.45763397216797,725.4549786104377,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-85.4576732730661,-12.34232672693389
49314,1,pc4,33802242.0,val,-92.23417721518987,-57.53063201904297,169.24375882706033,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-74.5306713199411,-17.703505895248767
49318,1,pc4,33802242.0,val,-88.225,-57.03807830810547,158.2774958255341,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-74.0381176090036,-14.186882390996388
49322,1,pc4,33802242.0,val,-83.26,-56.511688232421875,147.38084837149307,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-73.51172753332001,-9.748272466679992
49326,1,pc4,33802242.0,val,-82.834375,-55.9361572265625,136.37236795278824,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-72.93619652746064,-9.898178472539357
49327,1,pc4,33802242.0,val,-82.034375,-55.328590393066406,125.69873842136475,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-72.32862969396454,-9.705745306035453
49334,1,pc4,33802242.0,val,-82.053125,-54.68724060058594,115.39578875153516,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-71.68727990148408,-10.36584509851592
49338,1,pc4,33802242.0,val,-81.611875,-54.01908874511719,105.61366049570793,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-71.01912804601533,-10.592746953984673
49341,1,pc1,33802242.0,val,-85.61191860465117,-57.30232238769531,164.06479157283766,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-74.30236168859345,-11.309556916057716
49342,1,pc4,33802242.0,val,-78.89727722772277,-53.33955383300781,96.5567071639484,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-70.33959313390595,-8.557684093816817
49343,1,pc1,33802242.0,val,-83.63,-56.830284118652344,153.87748950513486,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-73.83032341955048,-9.799676580449514
49346,1,pc4,33802242.0,val,-76.29545454545455,-52.695648193359375,88.71615486444061,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-69.69568749425751,-6.599767051197034
49347,1,pc1,33802242.0,val,-80.51515151515152,-56.30592346191406,143.33995674238307,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-73.3059627628122,-7.209188752339315
49348,1,pc4,33802242.0,val,-78.40714285714286,-52.119598388671875,82.2383521004491,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-69.11963768957001,-9.287505167572846
49351,1,pc1,33802242.0,val,-79.065,-55.73834228515625,132.79430994249643,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-72.73838158605439,-6.32661841394561
49353,1,pc4,33802242.0,val,-79.8875,-51.65650939941406,77.36567810559401,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.6565487003122,-11.230951299687803
49357,1,pc4,33802242.0,val,-78.436875,-51.32960510253906,74.08963599302601,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.3296444034372,-10.1072305965628
49358,1,pc1,33802242.0,val,-78.77413366336634,-55.12885284423828,122.38818134253525,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-72.12889214513642,-6.645241518229923
49359,1,pc1,33802242.0,val,-78.445,-54.46807098388672,112.08470082873728,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-71.46811028478486,-6.976889715215137
49360,1,pc4,33802242.0,val,-79.865625,-51.20982360839844,72.92139096425464,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.20986290929658,-11.65576209070342
49363,1,pc4,33802242.0,val,-78.435,-51.328338623046875,74.07946756238327,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.32837792394501,-10.10662207605499
49366,1,pc1,33802242.0,val,-77.713125,-53.788108825683594,102.43937680517166,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-70.78814812658173,-6.924976873418274
49367,1,pc4,33802242.0,val,-79.02,-51.65917205810547,77.39594059351663,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.6592113590036,-10.36078864099639
49368,1,pc1,33802242.0,val,-76.79861111111111,-53.12739562988281,93.89688681066615,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-70.12743493078095,-6.671176180330164
49372,1,pc1,33802242.0,val,-75.87623762376238,-52.49015808105469,86.34829643395881,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-69.49019738195283,-6.386040241809553
49373,1,pc4,33802242.0,val,-81.23125,-52.19432067871094,83.05303958395625,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-69.19435997960908,-12.036890020390928
49375,1,pc4,33802242.0,val,-83.569375,-52.84230041503906,90.44576889326433,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-69.8423397159372,-13.727035284062794
49377,1,pc1,33802242.0,val,-75.753125,-51.95244598388672,80.44666115420073,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.95248528478486,-6.800639715215141
