cell_id,n_train,n_train_excluded_zone,n_val,wcl_lat,wcl_lon,refined_lat,refined_lon,refined_height_m,refined_azimuth_deg,delta_m,dx_m,dy_m,scatter_s,tower_freq_mhz,n_nm_evals,wcl_opt_mae,refined_opt_mae,wcl_val_mae,refined_val_mae,val_mae_gain,wcl_spearman,refined_spearman,wcl_alpha,refined_alpha,wcl_intercept,refined_intercept
2567188.0,256,64,307,52.512626988779786,13.324946804823933,52.510962589589504,13.32792586460451,29.147322527903853,194.37124793433486,273.99706895845577,201.85483713257895,-185.28091786259262,0.4,2000.0,78,7.97694300391951,1.577576516017629,8.58685019948567,2.2508129690612333,6.336037230424438,0.7612190988638883,0.911026902624505,0.6807175411556035,1.774993737678429,-56.01924343435435,41.755077299134655
2568970.0,2577,0,11,52.49192382593918,13.304653397122477,52.49192382593918,13.304653397122477,40.0,90.0,0.0,0.0,0.0,0.4,1800.0,42,5.4614271959073735,2.24429160085171,17.48203920277851,6.226298341706062,11.255740861072447,0.20000000000000004,0.7454545454545456,0.04412168970626364,1.3768530460635937,-86.91698156516708,1.1390692016700967
2568981.0,107,0,195,52.49237433944656,13.304747952331512,52.49133696594361,13.304934661549805,32.318338193480926,303.1507214419698,116.17131938588403,12.651024694132175,-115.48041834893712,0.4,2000.0,70,6.752933051342656,3.9583574761521754,5.994871178169546,4.916678329982301,1.0781928481872445,0.313566801514787,0.2594817763960854,0.20008221802333376,0.6412994954768095,-86.79970349011593,-60.45178388729337
2580500.0,159,0,134,52.51144601973234,13.304690480583723,52.51181836927599,13.304743264196672,28.72096554010568,354.1161540160647,41.603964419105495,3.576506810804858,41.44995119922896,0.4,2000.0,46,3.430424896910336,1.4516452425801063,3.7377471208255093,1.6145705308553118,2.1231765899701975,0.6858370557433806,0.865931921958039,1.2915153810009719,1.69180360279786,12.764600764985445,46.494587115368276
2580501.0,438,0,514,52.5111732393679,13.30077240628543,52.51157708511414,13.300500759554458,50.14763995470188,9.841280426847899,48.57818788753068,-18.406212253745473,44.95610847155592,0.4,2000.0,68,4.046775530564458,2.8361965040102057,4.446159371198273,2.561463708470021,1.8846956627282516,0.9068860354994503,0.9668960150514054,1.5270416869755183,1.9078580183142162,31.691504059471725,67.35621704367325
2818312.0,1541,0,173,52.50195214396387,13.2792455913056,52.50171969509595,13.279926091702254,38.330711981276835,267.0394188383594,52.87384695693846,46.10927838069401,-25.876207976390475,0.4,1800.0,54,6.2654913235706635,3.188971142625101,8.768462173806162,4.699849594678248,4.0686125791279135,0.6701748937333996,0.8012617565393941,0.0,0.5414006692828925,-104.49783913640121,-57.85808302067349
2818323.0,352,0,257,52.50213417394477,13.281379901153118,52.502160697745005,13.28213758596055,27.595312375881548,276.8195405535016,51.42396813039035,51.33913203055067,2.952629442562732,0.4,2000.0,47,3.514127246977779,2.272958768183553,3.7927220506181247,2.324565419481749,1.4681566311363756,0.6493063410551081,0.8767270778662563,0.14133126916275712,0.2780725063588169,-90.25229570303978,-80.54305578963496
2819859.0,321,0,637,52.505552751523766,13.341287928647324,52.50550992249691,13.34198380676994,37.05460861933684,280.55973014376957,47.3916736711618,47.15124081122379,-4.7677272694517825,0.4,2000.0,72,4.791485036297305,1.6765336929367995,3.36046327291709,2.3641488711322856,0.9963144017848045,0.5472851082644171,0.7946448316491294,0.35495388834089575,0.45805785490989587,-47.91360424802858,-45.06882739974701
2819861.0,242,0,467,52.50353607817218,13.33960133282437,52.50353559632598,13.339571636128044,37.827078554329944,48.809642370186964,2.0129006099870566,-2.012185804193134,-0.053639119026094306,0.4,2000.0,93,2.7772458907599304,1.7855856621385826,3.91756758189128,2.4877697884036527,1.4297977934876274,0.6842290076409199,0.6941811299294655,0.5439205818652153,0.5122107568074198,-35.57146575932384,-37.447015923024615
2824467.0,196,0,252,52.49963284344525,13.317619055860659,52.49969038138232,13.317986558476255,29.09075070539984,181.7098103719036,25.71178040826027,24.90120577658672,6.405123155309411,0.4,2000.0,56,3.059997959917756,1.2279779472699355,2.9007549977265437,2.8047717285162075,0.09598326921033618,0.8452521839563457,0.8873812741184137,1.7314387018110153,0.894963139770931,27.167549613987916,-27.09469350090975
