cluster_id,operator,n_gaps,n_vehicles,centroid_lat,centroid_lon,lat_std_m
0,2,56,2,52.51421217168171,13.348556748322073,15.634865442801805
1,1,1,1,52.51620666666667,13.325211666666666,0.0
