cell_id,refined_lat,refined_lon,displacement_from_wcl_m,n_iterations,n_evaluations,final_loss,converged,termination_msg,hit_displacement_bound
26947072,52.4924798517611,13.304743753790454,49.985776128495345,29,63,3472.2958183904334,True,Optimization terminated successfully.,False
26358784,52.50562770447597,13.341440841052968,6.931521235246931,10,21,32.68606667886089,True,Optimization terminated successfully.,False
28650241,52.4976446348004,13.307791752284055,120.33177940506859,45,92,59.50261058781317,True,Optimization terminated successfully.,False
40782336,52.48799081619763,13.302139853945892,49.470083158897,44,92,98.89184023612141,True,Optimization terminated successfully.,False
26369024,52.50814694218912,13.351954246571141,149.9955343649879,33,67,84.99708696771171,True,Optimization terminated successfully.,True
