tower_id,device,dist_m,measured,simulated,residual,lat,lon
2568970,pc2,4.738535272404089,-94.815,-63.15824890136719,-31.65675109863281,52.49189,13.304711666666666
2568970,pc2,28.371858474324686,-87.91875,-66.35697174072266,-21.561778259277347,52.491605,13.304718333333334
2568970,pc2,28.38637013726221,-88.095625,-66.35935974121094,-21.73626525878906,52.491605,13.30472
2568970,pc2,28.38637013726221,-88.8875,-66.35935974121094,-22.528140258789065,52.491605,13.30472
2568970,pc2,28.401322707198702,-89.16,-66.36183166503906,-22.798168334960934,52.491605,13.304721666666667
2568970,pc2,28.416715488084122,-88.80125,-66.3643798828125,-22.436870117187496,52.491605,13.304723333333332
2568970,pc2,28.674485640903406,-88.296875,-66.40711975097656,-21.889755249023438,52.49160166666667,13.30471
2568970,pc2,28.674485640903406,-88.24375,-66.40711975097656,-21.836630249023443,52.49160166666667,13.30471
2568970,pc2,28.815540284493412,-84.09,-66.43047332763672,-17.659526672363285,52.49160166666667,13.304726666666667
2568970,pc2,28.83596606005455,-84.494375,-66.43387603759766,-18.06049896240235,52.4916,13.304706666666666
2568970,pc2,28.847154717854988,-84.594375,-66.43572998046875,-18.15864501953125,52.4916,13.304708333333334
2568970,pc2,28.858780252856455,-87.62625,-66.43767547607422,-21.18857452392578,52.4916,13.30471
2568970,pc2,28.98029968536447,-87.791875,-66.4577865600586,-21.33408843994141,52.491598333333336,13.3047
2568970,pc2,29.166499203992696,-84.269375,-66.48857879638672,-17.780796203613278,52.491598333333336,13.304725
2568970,pc2,29.317023806420966,-87.96375,-66.51350402832031,-21.450245971679692,52.491595,13.304693333333333
2568970,pc2,29.33251938283143,-88.446875,-66.51605987548828,-21.930815124511724,52.491595,13.304696666666668
2568970,pc2,29.470991602477735,-88.42125,-66.53894805908203,-21.88230194091797,52.49159333333333,13.304685
2568970,pc2,29.646814004202046,-87.91625,-66.56800842285156,-21.348241577148443,52.491591666666665,13.304681666666667
2568970,pc2,29.651256167731447,-87.81125,-66.56874084472656,-21.24250915527344,52.491591666666665,13.304683333333331
2568970,pc2,30.00970298719415,-88.1575,-66.62786865234375,-21.52963134765625,52.49158833333333,13.304678333333332
