cell_id,refined_lat,refined_lon,displacement_from_wcl_m,n_iterations,n_evaluations,final_loss,converged,termination_msg,hit_displacement_bound
2568970,52.49236139812409,13.306720789263188,149.99811831004982,69,139,152.67517593674228,True,Optimization terminated successfully.,True
2819850,52.5040181558941,13.339172533699882,63.36590611345325,28,71,392.28604090979303,True,Optimization terminated successfully.,False
3499534,52.51196800736024,13.284407903705363,149.99799045291616,42,85,114.28150674755467,True,Optimization terminated successfully.,True
2824458,52.50024714963755,13.315775576971848,149.83467912222062,35,70,89.32621647160795,True,Optimization terminated successfully.,True
2818312,52.50131633808704,13.27787742728571,149.9990161829461,73,147,271.549396959211,True,Optimization terminated successfully.,True
