tower_id,device,measured,simulated,dist_m,lat,lon,residual
26947072,pc1,-94.106875,-92.90904235839844,66.3161116018803,52.491435,13.304691666666669,-1.1978326416015648
26947072,pc1,-96.441875,-96.3160400390625,13.980234123636176,52.491908333333335,13.304735,-0.12583496093749602
26947072,pc1,-93.966875,-76.4844970703125,64.09277232780926,52.49147166666667,13.304466666666666,-17.4823779296875
26947072,pc1,-102.7825,-100.22422790527344,98.79024433544798,52.49114333333333,13.30465,-2.5582720947265614
26947072,pc1,-95.771875,-102.68559265136719,173.68578168586626,52.49047,13.304621666666666,6.913717651367193
26947072,pc1,-108.209375,-297.989990234375,543.7628822726142,52.496901666666666,13.305416666666666,189.780615234375
26947072,pc1,-94.236875,-97.49434661865234,65.77742383562195,52.49144,13.304715,3.257471618652346
26947072,pc1,-93.8575,-76.39212036132812,62.932187846640815,52.491481666666665,13.304471666666666,-17.465379638671877
26947072,pc1,-89.43,-98.36642456054688,72.53004086341247,52.49268166666667,13.304776666666667,8.936424560546868
26947072,pc1,-98.05625,-84.02355194091797,62.99387924647783,52.491465,13.304673333333334,-14.032698059082037
26947072,pc1,-94.21,-92.90052032470703,67.984011715229,52.49142,13.304693333333333,-1.3094796752929625
26947072,pc1,-91.26625,-85.84326934814453,54.529706192064026,52.492505,13.304901666666666,-5.422980651855468
26947072,pc1,-102.910625,-100.5122299194336,104.064437468618,52.49109666666666,13.304616666666666,-2.3983950805664023
26947072,pc1,-103.410625,-99.5429458618164,93.41825735090252,52.491191666666666,13.30465,-3.8676791381835898
26947072,pc1,-108.02989130434784,-297.989990234375,534.1237696151809,52.49682,13.305313333333334,189.96009893002716
26947072,pc1,-94.05625,-85.59994506835938,188.71830034537552,52.49372666666667,13.304825,-8.45630493164063
26947072,pc1,-93.9725,-76.42720031738281,63.29226701709308,52.49147833333333,13.304471666666666,-17.545299682617184
26947072,pc1,-94.18625,-92.9826889038086,68.1762656900953,52.491418333333336,13.304678333333332,-1.2035610961914074
26947072,pc1,-94.109375,-92.81983184814453,66.3161116018803,52.491435,13.304691666666669,-1.2895431518554688
26947072,pc1,-93.72875,-101.56420135498047,62.56843929416623,52.49147,13.30463,7.835451354980464
26947072,pc1,-94.594375,-76.73812866210938,65.70354504786336,52.49145166666667,13.304505,-17.856246337890624
26947072,pc1,-89.736875,-87.47049713134766,66.08907754550513,52.492625,13.304741666666668,-2.2663778686523415
26947072,pc1,-94.145,-96.5330581665039,63.13063134946386,52.49146666666667,13.304596666666669,2.3880581665039102
26947072,pc4,-97.23625,-83.73311614990234,60.44447973356635,52.491488333333336,13.304653333333333,-13.503133850097655
26947072,pc4,-97.181875,-86.07233428955078,186.18320765548685,52.493705,13.304776666666667,-11.109540710449224
26947072,pc4,-101.88875,-83.64329528808594,37.97942588278354,52.49169,13.30471,-18.245454711914064
26947072,pc4,-95.74202127659576,-79.86661529541016,27.657014990078174,52.49228,13.30468,-15.875405981185608
26947072,pc4,-97.0775,-101.08014678955078,60.86773955480992,52.491485,13.304638333333331,4.002646789550781
26947072,pc4,-96.58125,-83.7551040649414,60.43960878775014,52.491488333333336,13.304655,-12.826145935058591
26947072,pc4,-97.330625,-83.73970794677734,60.43960878775014,52.491488333333336,13.304655,-13.590917053222654
26947072,pc4,-95.95625,-85.96931457519531,182.99192978724875,52.493676666666666,13.304753333333334,-9.986935424804685
26947072,pc4,-97.49,-101.7219467163086,61.059633627315904,52.491483333333335,13.304636666666669,4.231946716308599
26947072,pc4,-97.058125,-100.58306884765625,63.5331770156013,52.491461666666666,13.304621666666666,3.524943847656246
26947072,pc4,-96.42875,-102.87429809570312,110.78757200036424,52.493026666666665,13.304768333333334,6.445548095703131
26947072,pc4,-102.796875,-92.32569885253906,108.5535859689022,52.491056666666665,13.304603333333333,-10.471176147460938
26947072,pc4,-97.02375,-83.75,60.62962487759228,52.49148666666667,13.304653333333333,-13.273750000000007
26947072,pc4,-93.809375,-96.13507843017578,64.44073465826077,52.49145333333333,13.304625,2.3257034301757784
26947072,pc4,-100.4675,-82.79405975341797,30.634791627687044,52.49175666666667,13.304726666666667,-17.673440246582032
26947072,pc4,-96.99,-100.85326385498047,62.0061348675166,52.491475,13.304631666666667,3.863263854980474
26947072,pc4,-110.860625,-129.19493103027344,490.9740291313193,52.49644166666667,13.305043333333334,18.33430603027344
26358784,pc1,-68.371875,-73.75704193115234,32.052177060230115,52.50584166666667,13.34156,5.385166931152341
26358784,pc1,-64.59375,-71.31910705566406,17.08460104630877,52.50572,13.34136,6.7253570556640625
26358784,pc1,-76.029375,-79.24659729003906,73.3816198512497,52.50597333333333,13.342263333333332,3.217222290039061
26358784,pc1,-69.72625,-70.35334014892578,9.688559841104334,52.505518333333335,13.34129,0.6270901489257881
26358784,pc1,-65.985625,-70.08354949951172,6.723622562786792,52.50557833333333,13.341308333333334,4.09792449951172
26358784,pc1,-68.129375,-73.73446655273438,31.913865433339495,52.50584,13.341561666666667,5.605091552734379
26358784,pc1,-68.2475,-70.49005889892578,10.933709283486891,52.50549166666666,13.341306666666666,2.242558898925779
26358784,pc1,-61.8075,-70.37139129638672,9.860147107445645,52.5056,13.34127,8.563891296386721
26358784,pc1,-70.35875,-74.24516296386719,35.07460011491084,52.505855,13.341625,3.886412963867187
26358784,pc1,-66.799375,-70.05799865722656,6.382236232324761,52.50561833333333,13.341358333333334,3.2586236572265648
26358784,pc1,-67.385,-75.27774047851562,41.73254347665652,52.50588333333334,13.341743333333334,7.89274047851562
26358784,pc1,-67.82625,-70.49005889892578,10.933709283486891,52.50549166666666,13.341306666666666,2.6638088989257795
26358784,pc1,-65.925,-71.64922332763672,19.222493848373734,52.50574,13.341365,5.724223327636722
26358784,pc1,-67.804375,-72.79667663574219,26.23924184314709,52.50578,13.34158,4.992301635742194
26358784,pc1,-68.45125,-71.00945281982422,14.96520138531379,52.505496666666666,13.34122,2.558202819824217
